LAPD;Problematic
closes the connection to a particular node if there is one all requests on the connection will be cleared client request callbacks will not be invoked all requests on the connection will be cleared client request callbacks will not be invoked for the cleared requests nor will they be returned from poll param node id the id of the node override NN public void close RB string NN node NN id NN closes the connection to a particular node if there is one root ROOT closes det connection the dobj closes connection case node to det node a amod node particular nmod to connection node mark is if expl is there advcl if closes is nsubj is one all requests on the connection will be cleared client request callbacks will not be invoked root ROOT cleared det requests all nsubjpass cleared requests case connection on det connection the nmod on requests connection aux cleared will auxpass cleared be compound callbacks client compound callbacks request nsubjpass invoked callbacks aux invoked will neg invoked not auxpass invoked be ccomp cleared invoked all requests on the connection will be cleared client request callbacks will not be invoked root ROOT cleared det requests all nsubjpass cleared requests case connection on det connection the nmod on requests connection aux cleared will auxpass cleared be compound callbacks client compound callbacks request nsubjpass invoked callbacks aux invoked will neg invoked not auxpass invoked be ccomp cleared invoked for the cleared requests nor will they be returned from poll root ROOT requests case requests for det requests the amod requests cleared cc requests nor aux returned will nsubjpass returned they auxpass returned be conj nor requests returned case poll from nmod from returned poll param node id the id of the node root ROOT id compound node param nsubj id node det id the dobj id id case node of det node the nmod of id node override public void close string node id root ROOT id compound id node cleared returned ANTONYM ANTONYM public close ANTONYM ANTONYM particular close SYNONYM SYNONYM;0
check if the node with the given id is ready to send more requests param node the node param now the current time in ms return true if the node is ready override NN public boolean is VBZ ready JJ node NN node NN long now RB check if the node with the given id is ready to send more requests root ROOT check mark ready if det node the nsubj ready node nsubj xsubj send node case id with det id the amod id given nmod with node id cop ready is advcl if check ready mark send to xcomp ready send amod requests more dobj send requests param node the node root ROOT node compound node param det node the dep node node param now the current time in ms root ROOT time nsubj time param advmod time now det time the amod time current case ms in nmod in time ms return true if the node is ready root ROOT return amod return true mark ready if det node the nsubj ready node cop ready is advcl if true ready override public boolean is ready root ROOT ready cop ready is node node long now check given ANTONYM ANTONYM check return ANTONYM ANTONYM given ready ANTONYM ANTONYM given send ANTONYM ANTONYM;0
queue up the given request for sending requests can only be sent out to ready nodes queue up the given request for sending requests can only be sent out to ready nodes param request the request param now the current timestamp override NN public void send VB client NN request NN request NN long now RB queue up the given request for sending requests can only be sent out to ready nodes root ROOT sent csubjpass sent queue compound prt queue up det request the amod request given dobj queue request mark sending for acl for request sending dobj sending requests aux sent can advmod sent only auxpass sent be compound prt sent out case nodes to amod nodes ready nmod to sent nodes queue up the given request for sending requests can only be sent out to ready nodes root ROOT sent csubjpass sent queue compound prt queue up det request the amod request given dobj queue request mark sending for acl for request sending dobj sending requests aux sent can advmod sent only auxpass sent be compound prt sent out case nodes to amod nodes ready nmod to sent nodes param request the request root ROOT request compound request param det request the dobj request request param now the current timestamp root ROOT timestamp compound timestamp param advmod timestamp now det timestamp the amod timestamp current override public void send client request root ROOT request compound request client request long now given ready ANTONYM ANTONYM given send ANTONYM ANTONYM given sending ANTONYM ANTONYM given sent ANTONYM ANTONYM up ready SYNONYM SYNONYM;0
handle any disconnected connections param responses the list of responses that completed with the disconnection param now the current time private void handle VB disconnections NNS list NN client NN response NN responses NNS long now RB handle any disconnected connections root ROOT handle det connections any amod connections disconnected dobj handle connections param responses the list of responses that completed with the disconnection root ROOT responses compound responses param det list the dep responses list case responses of nmod of list responses nsubj completed responses ref responses that acl relcl responses completed case disconnection with det disconnection the nmod with completed disconnection param now the current time root ROOT time nsubj time param advmod time now det time the amod time current private void handle disconnections root ROOT handle dobj handle disconnections list client response root ROOT response compound response client responses long now connections disconnection ANTONYM ANTONYM;0
public isolation NN level NN isolation NN level NN public isolation level root ROOT level compound level isolation isolation level root ROOT level compound level isolation;0
request NN and CC partition NN level NN name NN private static final string NN max NN bytes NNS key JJ name NN max NN bytes NNS request and partition level name private static final string max bytes key name root ROOT name compound name max compound name bytes amod name key max bytes root ROOT bytes compound bytes max;0
partition NN level NN field NN names NNS private static final string NN partition NN key JJ name NN partition NN partition level field names private static final string partition key name root ROOT name compound name partition amod name key partition;0
private int syntax NN error NN count NN private int syntax error count root ROOT count compound count syntax compound count error;0
public partition NN data NNS long fetch VB offset VBN long log NN start NN offset VBP int max NN bytes NNS public partition data root ROOT data compound data partition long fetch offset root ROOT fetch dep fetch offset long log start offset root ROOT offset compound start log nsubj offset start int max bytes root ROOT bytes compound bytes max;0
private k NN stream NN builder NN setup NN topology NN with IN intermediate JJ user NN topic NN final string NN output NN topic NN private k stream builder root ROOT builder compound builder k compound builder stream setup topology with intermediate user topic root ROOT topology compound topology setup case topic with amod topic intermediate compound topic user nmod with topology topic final string output topic root ROOT topic compound topic output;0
private final map NN string NN list NN partition NN info NN available JJ partitions NNS by IN topic NN private final map string list partition info root ROOT info compound info partition available partitions by topic root ROOT partitions amod partitions available case topic by nmod by partitions topic;0
private final map NN string NN list NN partition NN info NN partitions NNS by IN topic NN private final map string list partition info root ROOT info compound info partition partitions by topic root ROOT partitions case topic by nmod by partitions topic;0
private final set NN string NN internal JJ topics NNS private final set string internal topics root ROOT topics amod topics internal;0
public static cluster NN empty JJ public static cluster empty;0
public cluster NN with IN partitions NNS map NN topic NN partition NN partition NN info NN partitions NNS public cluster with partitions root ROOT partitions case partitions with map topic partition root ROOT partition compound partition topic partition info root ROOT info compound info partition partitions;0
public list NN node NN nodes NNS public list node nodes;0
public set NN string NN internal JJ topics NNS public set string internal topics root ROOT topics amod topics internal;0
public void inject VB authentication NN repository JJ system NN session NN session NN list NN artifact NN repository NN repositories NNS public void inject authentication root ROOT inject dobj inject authentication repository system session root ROOT session amod session repository compound session system session list artifact repository root ROOT repository compound repository artifact repositories;0
public node NN controller NN public node controller;0
protected void update VB sample NN sample NN metric JJ config NN config NN double value NN long now RB protected void update sample sample metric config root ROOT config amod config metric config double value long now;0
public double combine VB list NN sample NN samples NNS metric JJ config NN config NN long now RB public double combine list sample samples metric config root ROOT config amod config metric config long now;0
public count NN public count;0
public record NN metadata NN topic NN partition NN topic NN partition NN long base NN offset VBD long relative JJ offset VBN long timestamp NN Long checksum NN int serialized VBN key JJ size NN int serialized VBN value NN size NN public record metadata root ROOT metadata compound metadata record topic partition root ROOT partition compound partition topic topic partition root ROOT partition compound partition topic long base offset root ROOT offset nsubj offset base long relative offset root ROOT relative dep relative offset long timestamp Long checksum int serialized key size root ROOT serialized amod size key dobj serialized size int serialized value size root ROOT size amod size serialized compound size value;0
public int partition NN public int partition;0
private final int serialized VBN key JJ size NN private final int serialized key size root ROOT serialized amod size key dobj serialized size;0
public object NN get VB negotiated VBN property NN string NN prop VB name NN public object get negotiated property root ROOT get amod property negotiated dobj get property string prop name root ROOT prop dobj prop name;0
public boolean is VBZ complete JJ public boolean is complete root ROOT complete cop complete is;0
private static final string NN jaas NN user NN prefix NN user NN private static final string jaas user prefix root ROOT prefix compound prefix jaas compound prefix user user;0
gets the dependencies that could not be resolved return the unresolved dependencies never code null list NN dependency NN get VB unresolved JJ dependencies NNS gets the dependencies that could not be resolved root ROOT gets det dependencies the dobj gets dependencies nsubjpass resolved dependencies ref dependencies that aux resolved could neg resolved not auxpass resolved be acl relcl dependencies resolved return the unresolved dependencies never code null root ROOT return det dependencies the amod dependencies unresolved nsubj code dependencies neg code never ccomp return code dobj code null list dependency get unresolved dependencies root ROOT get amod dependencies unresolved dobj get dependencies gets return ANTONYM ANTONYM resolved unresolved ANTONYM ANTONYM;0
override NN public string NN get VB mechanism NN name NN override public string get mechanism name root ROOT get compound name mechanism dobj get name;0
visits this node then the test expression the true expression and the false expression override NN public void visit NN node NN visitor NN v LS visits this node then the test expression the true expression root ROOT visits det node this dobj visits node advmod expression then det expression the compound expression test nmod node expression det expression the amod expression true dep expression expression and the false expression root ROOT expression cc expression and det expression the amod expression false override public void visit node visitor root ROOT visitor compound visitor node v true false ANTONYM ANTONYM false void SYNONYM SYNONYM;0
override NN public boolean has VBZ side JJ effects NNS override public boolean has side effects root ROOT has amod effects side dobj has effects;0
public void set VBN colon NN position NN int colon NN position NN public void set colon position root ROOT set compound position colon dobj set position int colon position root ROOT position compound position colon;0
public int get VB colon NN position NN public int get colon position root ROOT get compound position colon dobj get position;0
public conditional JJ expression NN int pos NNS public conditional expression root ROOT expression amod expression conditional int pos;0
private ast IN node NN false JJ expression NN private ast node root ROOT node case node ast false expression root ROOT expression amod expression false;0
public live JJ connect VB drv NN string NN args NNS public live connect drv root ROOT live dep live connect dobj connect drv string args;0
public static void main JJ string NN args NNS public static void main string args;0
private maven NN metadata NN cache NN cache NN private maven metadata cache root ROOT cache compound cache maven compound cache metadata cache;0
read the contents of a file into a string public static string NN read VB file NN string NN file NN path NN read the contents of a file into a string root ROOT read det contents the dobj read contents case file of det file a nmod of contents file case string into det string a nmod into read string public static string read file root ROOT read dobj read file string file path root ROOT path compound path file read file ANTONYM ANTONYM;0
from IN the DT current JJ date NN return a DT string NN in IN the DT format NN dd NN mm NN yy NN where WRB is VBZ specified VBN by IN the DT separator NN argument NN public static string NN get VB current JJ date NN string NN separator NN from the current date return a string in the format dd mm yy root ROOT yy compound yy dd compound yy mm where is specified by the separator argument public static string get current date root ROOT get amod date current dobj get date string separator;0
public boolean sleep NN int ms NNS public boolean sleep int ms;0
file NN test NN directory NN file test directory root ROOT directory compound directory test;0
generates code to wrap java arguments into object non primitive java types are left as is pending conversion in the helper method leaves the array object on the top of the stack in the helper method leaves the array object on the top of the stack static void generate VB push NN wrapped VBN args NNS class NN file NN writer NN cfw NN Class arg NN types NNS int array NN length NN generates code to wrap java arguments into object root ROOT generates dobj generates code mark wrap to advcl to generates wrap compound arguments java dobj wrap arguments case object into nmod into wrap object non primitive java types are left as is pending conversion root ROOT left amod types non amod types primitive compound types java nsubjpass left types auxpass left are advmod conversion as cop conversion is amod conversion pending ccomp left conversion in the helper method leaves the array object on the top of the stack root ROOT leaves case method in det method the compound method helper nmod in leaves method det object the compound object array dobj leaves object case top on det top the nmod on leaves top case the of nmod of top the dep leaves stack in the helper method leaves the array object on the top of the stack root ROOT leaves case method in det method the compound method helper nmod in leaves method det object the compound object array dobj leaves object case top on det top the nmod on leaves top case the of nmod of top the dep leaves stack static void generate push wrapped args root ROOT generate compound args push amod args wrapped dobj generate args class file writer root ROOT writer compound writer class compound writer file cfw Class arg types root ROOT types compound types arg int array length root ROOT length compound length array generates leaves ANTONYM ANTONYM generates left ANTONYM ANTONYM leaves top ANTONYM ANTONYM left top ANTONYM ANTONYM;0
private static final int id NN java NN adapter NN private static final int id java adapter root ROOT adapter compound adapter id compound adapter java;0
Class interfaces NNS Class interfaces;0
java NN adapter NN signature NN Class super JJ class NN Class interfaces NNS obj NN to TO int VB map NN names NNS java adapter signature root ROOT signature compound signature java compound signature adapter Class super class root ROOT class amod class super Class interfaces obj to int map root ROOT obj mark int to acl to obj int dobj int map names;0
override NN public int hash VB code NN override public int hash code root ROOT hash dobj hash code;0
nodes NNS incident NN to TO this depend VB on IN me PRP list NN metadata NN graph NN node NN in IN nodes NNS nodes incident to this depend on me list metadata graph node root ROOT node compound node metadata compound node graph in nodes root ROOT nodes case nodes in;0
change the value of the internal flag that determines whether all storage is handed by a dense backing array rather than an associative store param dense only new value for dense only flag throws illegal argument exception if an attempt is made to enable dense only after it was disabled native array code is not written to handle switching back to a dense representation void set VBN dense JJ only RB boolean dense JJ only RB change the value of the internal flag that determines whether all root ROOT change det value the dobj change value case flag of det flag the amod flag internal nmod of value flag nsubj determines flag ref flag that acl relcl flag determines dobj determines whether det whether all storage is handed by a dense backing array rather than an associative root ROOT handed nsubjpass handed storage auxpass handed is case array by det array a amod array dense compound array backing nmod agent handed array cc array rather mwe rather than det associative an nmod agent handed associative conj negcc array associative store param dense only new value for dense only flag root ROOT value compound value param amod value dense advmod value only amod value new case flag for amod flag dense amod flag only nmod for value flag throws illegal argument exception if an attempt is made to enable root ROOT throws amod exception illegal compound exception argument dobj throws exception mark made if det attempt an nsubjpass made attempt nsubj xsubj enable attempt auxpass made is advcl if throws made mark enable to xcomp made enable dense only after it was disabled native array code is not written root ROOT written advmod written dense advmod code only mark code after nsubj code it cop code was amod code disabled amod code native compound code array nsubjpass written code auxpass written is neg written not to handle switching back to a dense representation root ROOT handle mark handle to dobj handle switching advmod handle back case representation to det representation a amod representation dense nmod to back representation void set dense only root ROOT set xcomp set dense advmod set only boolean dense only root ROOT dense advmod dense only change throws ANTONYM ANTONYM determines made ANTONYM ANTONYM enable disabled ANTONYM ANTONYM handed made ANTONYM ANTONYM handed throws ANTONYM ANTONYM is made ANTONYM ANTONYM made switching ANTONYM ANTONYM made was ANTONYM ANTONYM;0
private static void define VB elem NN context NN cx NN scriptable JJ target NN long index NN object NN value NN private static void define elem root ROOT define dobj define elem context cx scriptable target long index object value;0
private static void set VBN elem NNS context NN cx NN scriptable JJ target NN long index NN object NN value NN private static void set elem root ROOT set dobj set elem context cx scriptable target long index object value;0
public object NN remove VB int index NN public object remove int index;0
internal representation of the java script array s length property private long length NN internal representation of the java script array s length property root ROOT s amod representation internal nsubj s representation case array of det array the compound array java compound array script nmod of representation array compound property length dobj s property private long length internal private SYNONYM SYNONYM;0
the default capacity for code dense code private static final int default NN initial JJ capacity NN the default capacity for code dense code root ROOT capacity det capacity the compound capacity default case code for compound code code amod code dense nmod for capacity code private static final int default initial capacity root ROOT capacity compound capacity default amod capacity initial initial final ANTONYM ANTONYM;0
private static final int max NN pre JJ grow VB size NN int integer NN max NN value NN grow VB factor NN private static final int max pre grow size root ROOT max amod max pre dep pre grow dobj grow size int integer max root ROOT max compound max integer value grow factor root ROOT grow dobj grow factor;0
public int hash VB code NN public int hash code root ROOT hash dobj hash code;0
public int index NN of IN object NN o NN public int index of root ROOT index acl index of object o;0
public void set VBN flags NNS string NN flags NNS public void set flags root ROOT set dobj set flags string flags;0
override NN public string NN to TO source NN int depth NN override public string to source root ROOT source case source to int depth;0
private string NN js NNS to TO source NN private string js to source root ROOT js case source to nmod to js source;0
private namespace NN construct NN namespace NN private namespace construct namespace root ROOT namespace compound namespace construct;0
namespace NN cast VBN to TO namespace VB object NN namespace NN obj NN namespace cast to namespace root ROOT cast mark namespace to xcomp cast namespace object namespace obj root ROOT obj compound obj namespace;0
override NN public string NN get VB class NN name NN override public string get class name root ROOT get compound name class dobj get name;0
public string NN to TO locale NN string NN public string to locale string root ROOT string case string to compound string locale;0
checks the url to see if this repository refers to an external repository param original repository return true if external static boolean is VBZ external JJ repo NN artifact NN repository NN original JJ repository NN checks the url to see if this repository refers to an external repository root ROOT checks det url the dobj checks url mark see to acl to url see mark refers if det repository this nsubj refers repository advcl if see refers case repository to det repository an amod repository external nmod to refers repository param original repository root ROOT repository compound repository param amod repository original return true if external root ROOT return amod return true mark external if advcl if true external static boolean is external repo root ROOT repo cop repo is amod repo external artifact repository root ROOT repository compound repository artifact original repository root ROOT repository amod repository original checks return ANTONYM ANTONYM;0
private cache NN cache NN parent NN private cache cache parent;0
private simple JJ date NN format NN formatter NN private simple date format root ROOT format amod format simple compound format date formatter;0
first RB second JJ contained VBN in IN cache NN private long first RB Long MIN value NN first second contained in cache private long first Long MIN value second min ANTONYM ANTONYM;0
last JJ second JJ contained VBN in IN cache NN private long last JJ Long MIN value NN last second contained in cache private long last Long MIN value last second ANTONYM ANTONYM second min ANTONYM ANTONYM;0
index NN of IN first RB in IN the DT cyclic JJ cache NN private int offset VBN index of first in the cyclic cache private int offset;0
helper NN object NN to TO be VB able JJ to TO call NN simple JJ date NN format NN format NN private final date NN current JJ date NN new date NN helper object to be able to call simple date format format root ROOT format amod format simple compound format date compound format format private final date current date root ROOT date amod date current new date;0
binds a new name to the object bound to an old name and unbinds the old name param old name the name of the existing binding may not be empty param new name the name of the new binding may not be empty exception name already bound exception if new name is already bound exception naming exception if a naming exception is encountered override NN public void rename VB string NN old JJ name NN string NN new JJ name NN throws naming VBG exception NN binds a new name to the object bound to an old name and unbinds the root ROOT bound csubj bound binds csubj unbinds binds det name a amod name new dobj binds name case object to det object the nmod to binds object case name to det name an amod name old nmod to bound name cc bound and conj and bound unbinds dobj unbinds the old name root ROOT name amod name old param old name the name of the existing binding may not be empty root ROOT empty compound name param amod name old dobj empty name det name the nsubj empty name case binding of det binding the amod binding existing nmod of name binding aux empty may neg empty not cop empty be param new name the name of the new binding may not be empty root ROOT param amod name new dobj param name det name the nsubj empty name case binding of det binding the amod binding new nmod of name binding aux empty may neg empty not cop empty be acl relcl name empty exception name already bound exception if new name is already bound root ROOT bound compound name exception nsubj bound name advmod bound already dobj bound exception mark bound if amod name new nsubjpass bound name auxpass bound is advmod bound already advcl if bound bound exception naming exception if a naming exception is encountered root ROOT exception compound exception exception compound exception naming mark encountered if det exception a amod exception naming nsubjpass encountered exception auxpass encountered is dep exception encountered override public void rename string old name root ROOT name amod name old string new name root ROOT name amod name new throws naming exception root ROOT naming dobj naming exception be naming ANTONYM ANTONYM binding throws ANTONYM ANTONYM binds throws ANTONYM ANTONYM binds unbinds ANTONYM ANTONYM is naming ANTONYM ANTONYM name be ANTONYM ANTONYM name is ANTONYM ANTONYM name throws ANTONYM ANTONYM naming throws ANTONYM ANTONYM new old ANTONYM ANTONYM unbinds binding ANTONYM ANTONYM;0
public void set VBN global JJ update VBP policy NN string NN update VB policy NN public void set global update policy root ROOT set xcomp set global dep set update dobj update policy string update policy root ROOT update dobj update policy;0
enumerates the names bound in the named context along with the class names of objects bound to them param name the name of the context to list return an enumeration of the names and class names of the bindings in this context each element of the enumeration is of type name class pair this context each element of the enumeration is of type name class pair exception naming exception if a naming exception is encountered override NN public naming VBG enumeration NN name NN class NN pair NN list NN string NN name NN throws naming VBG exception NN enumerates the names bound in the named context along with the class root ROOT enumerates det names the dobj enumerates names acl names bound case context in det context the amod context named nmod in bound context case class along mwe along with det class the nmod along with names class names of objects bound to them root ROOT names case objects of nmod of names objects acl objects bound case them to nmod to bound them param name the name of the context to list root ROOT name compound name param det name the dep name name case context of det context the nmod of name context case list to nmod to name list return an enumeration of the names and class names of the bindings in root ROOT return det enumeration an dobj return enumeration case names of det names the nmod of enumeration names cc names and compound names class nmod of enumeration names conj and names names case bindings of det bindings the nmod of names bindings dep return in this context each element of the enumeration is of type name class pair root ROOT pair det context this nmod tmod pair context det element each nsubj pair element case enumeration of det enumeration the nmod of element enumeration cop pair is case pair of compound pair type compound pair name compound pair class this context each element of the enumeration is of type name class pair root ROOT pair det context this nmod tmod pair context det element each nsubj pair element case enumeration of det enumeration the nmod of element enumeration cop pair is case pair of compound pair type compound pair name compound pair class exception naming exception if a naming exception is encountered root ROOT exception compound exception exception compound exception naming mark encountered if det exception a amod exception naming nsubjpass encountered exception auxpass encountered is dep exception encountered override public naming enumeration root ROOT naming dobj naming enumeration name class pair root ROOT pair compound pair name compound pair class list string name throws naming exception root ROOT naming dobj naming exception enumerates list ANTONYM ANTONYM is naming ANTONYM ANTONYM name is ANTONYM ANTONYM name throws ANTONYM ANTONYM named is ANTONYM ANTONYM named throws ANTONYM ANTONYM names is ANTONYM ANTONYM names throws ANTONYM ANTONYM naming throws ANTONYM ANTONYM return throws ANTONYM ANTONYM;0
retrieves the named object following links except for the terminal atomic component of the name if the object bound to name is not a atomic component of the name if the object bound to name is not a link returns the object itself param name the name of the object to look up return the object bound to name not following the terminal link if any exception naming exception if a naming exception is encountered override NN public object NN lookup NN link NN name NN name NN throws naming VBG exception NN retrieves the named object following links except for the terminal root ROOT retrieves det object the amod object named dobj retrieves object case links following nmod following retrieves links case terminal except mwe except for det terminal the nmod except for links terminal atomic component of the name if the object bound to name is not a root ROOT a amod component atomic nsubj a component case name of det name the nmod of component name mark bound if det object the nsubj bound object csubj a bound case name to nmod to bound name cop a is neg a not atomic component of the name if the object bound to name is not a root ROOT a amod component atomic nsubj a component case name of det name the nmod of component name mark bound if det object the nsubj bound object csubj a bound case name to nmod to bound name cop a is neg a not link returns the object itself root ROOT returns nsubj returns link det object the dobj returns object nmod npmod returns itself param name the name of the object to look up root ROOT name compound name param det name the dep name name case object of det object the nmod of name object mark look to acl to name look compound prt look up return the object bound to name not following the terminal link root ROOT return det object the nsubj bound object nsubj xsubj name object ccomp return bound mark name to xcomp bound name neg following not xcomp name following det link the amod link terminal dobj following link if any root ROOT any mark any if exception naming exception if a naming exception is encountered root ROOT exception compound exception exception compound exception naming mark encountered if det exception a amod exception naming nsubjpass encountered exception auxpass encountered is dep exception encountered override public object lookup link root ROOT link compound link lookup name name throws naming exception root ROOT naming dobj naming exception is naming ANTONYM ANTONYM look encountered ANTONYM ANTONYM name is ANTONYM ANTONYM name throws ANTONYM ANTONYM named is ANTONYM ANTONYM named throws ANTONYM ANTONYM naming throws ANTONYM ANTONYM retrieves encountered ANTONYM ANTONYM retrieves return ANTONYM ANTONYM retrieves returns ANTONYM ANTONYM return throws ANTONYM ANTONYM returns throws ANTONYM ANTONYM;0
protected boolean is VBZ writable JJ protected boolean is writable root ROOT writable cop writable is;0
release the lock for the given mutex param mutex the mutex from which to release the lock return the operation status public static native int unlock NN long mutex NN release the lock for the given mutex root ROOT release det lock the dobj release lock case mutex for det mutex the amod mutex given nmod for release mutex param mutex the mutex from which to release the lock root ROOT mutex compound mutex param det mutex the dep mutex mutex nmod from release mutex case which from ref mutex which mark release to acl relcl mutex release det lock the dobj release lock return the operation status root ROOT return det status the compound status operation dobj return status public static native int unlock long mutex lock unlock ANTONYM ANTONYM release given ANTONYM ANTONYM;0
destroy the mutex and free the memory associated with the lock param mutex the mutex to destroy return the operation status public static native int destroy VB long mutex NN destroy the mutex and free the memory associated with the lock root ROOT destroy det mutex the dobj destroy mutex cc mutex and amod memory free det memory the dobj destroy memory conj and mutex memory acl mutex associated case lock with det lock the nmod with associated lock param mutex the mutex to destroy root ROOT mutex compound mutex param det mutex the dep mutex mutex mark destroy to acl to mutex destroy return the operation status root ROOT return det status the compound status operation dobj return status public static native int destroy long mutex lock free ANTONYM ANTONYM;0
public static native string NN defname NN public static native string defname;0
public static final int apr NN lock NN flock NN flock NN public static final int apr lock flock root ROOT flock compound flock apr compound flock lock flock;0
public static final int apr NN lock NN default NN use NN the DT default process NN lock NN public static final int apr lock default root ROOT default compound default apr compound default lock use the default process lock;0
acquire the lock for the given mutex if the mutex is already locked acquire the lock for the given mutex if the mutex is already locked the current thread will be put to sleep until the lock becomes available param mutex the mutex on which to acquire the lock return the operation status public static native int lock NN long mutex NN acquire the lock for the given mutex if the mutex is already locked root ROOT acquire det lock the dobj acquire lock case mutex for det mutex the amod mutex given nmod for lock mutex mark locked if det mutex the nsubjpass locked mutex auxpass locked is advmod locked already advcl if acquire locked acquire the lock for the given mutex if the mutex is already locked root ROOT acquire det lock the dobj acquire lock case mutex for det mutex the amod mutex given nmod for lock mutex mark locked if det mutex the nsubjpass locked mutex auxpass locked is advmod locked already advcl if acquire locked the current thread will be put to sleep until the lock becomes available root ROOT put det thread the amod thread current nsubjpass put thread nsubj xsubj sleep thread aux put will auxpass put be mark sleep to xcomp put sleep mark becomes until det lock the nsubj becomes lock advcl until sleep becomes xcomp becomes available param mutex the mutex on which to acquire the lock root ROOT mutex compound mutex param det mutex the dep mutex mutex nmod on acquire mutex case which on ref mutex which mark acquire to acl relcl mutex acquire det lock the dobj acquire lock return the operation status root ROOT return det status the compound status operation dobj return status public static native int lock long mutex acquire becomes ANTONYM ANTONYM given acquire ANTONYM ANTONYM given put ANTONYM ANTONYM given will ANTONYM ANTONYM;0
determine if pool a is an ancestor of pool b param a the pool to search param b the pool to search for return true if a is an ancestor of b null is considered an ancestor of all pools public static native boolean is VBZ ancestor NN long a DT long b NN determine if pool a is an ancestor of pool b root ROOT determine mark ancestor if compound a pool nsubj ancestor a cop ancestor is det ancestor an advcl if determine ancestor case b of compound b pool nmod of ancestor b param a the pool to search root ROOT param det pool a det pool the dobj param pool mark search to acl to pool search param b the pool to search for root ROOT b compound b param det pool the dep b pool mark search to acl to pool search nmod search for return true if a is an ancestor of b null is considered an ancestor root ROOT considered nsubjpass considered return amod return true mark ancestor if nsubj ancestor a cop ancestor is det ancestor an advcl if true ancestor case null of compound null b nmod of ancestor null auxpass considered is det ancestor an xcomp considered ancestor of all pools root ROOT pools case pools of det pools all public static native boolean is ancestor root ROOT ancestor cop ancestor is long a long b determine considered ANTONYM ANTONYM;0
public void set VBN global JJ checksum NN policy NN string NN checksum NN policy NN public void set global checksum policy root ROOT set amod policy global compound policy checksum dobj set policy string checksum policy root ROOT policy compound policy checksum;0
clear all memory in the pool and run all the cleanups this also destroys all clear all memory in the pool and run all the cleanups this also destroys all subpools param pool the pool to clear this does not actually free the memory it just allows the pool to re use this memory for the next allocation public static native void clear JJ long pool NN clear all memory in the pool and run all the cleanups this also destroys all root ROOT clear det memory all dobj clear memory case pool in det pool the nmod in memory pool cc clear and conj and clear run det predet cleanups all det cleanups the dobj run cleanups nsubj destroys this advmod destroys also acl relcl cleanups destroys dep clear all clear all memory in the pool and run all the cleanups this also destroys all root ROOT clear det memory all dobj clear memory case pool in det pool the nmod in memory pool cc clear and conj and clear run det predet cleanups all det cleanups the dobj run cleanups nsubj destroys this advmod destroys also acl relcl cleanups destroys dep clear all subpools param pool the pool to clear root ROOT pool compound pool param det pool the dep pool pool case clear to nmod to pool clear this does not actually free the memory it just allows the pool root ROOT free nsubj free this aux free does neg free not advmod free actually det memory the dobj free memory nsubj allows it advmod allows just acl relcl memory allows det pool the dobj allows pool to re use this memory for the next allocation root ROOT re mark re to dobj re use det memory this dobj use memory case allocation for det allocation the amod allocation next nmod for use allocation public static native void clear long pool clear does ANTONYM ANTONYM clear free ANTONYM ANTONYM clear just ANTONYM ANTONYM clear run ANTONYM ANTONYM does use ANTONYM ANTONYM free allows ANTONYM ANTONYM free use ANTONYM ANTONYM public clear ANTONYM ANTONYM run does ANTONYM ANTONYM clear native SYNONYM SYNONYM in next SYNONYM SYNONYM;0
create a new pool param parent the parent pool if this is the new pool is a root param parent the parent pool if this is the new pool is a root pool if it is non zero the new pool will inherit all pool if it is non zero the new pool will inherit all of its parent pool s attributes except the apr pool t will be a sub pool return the pool we have just created public static native long create VB long parent NN create a new pool root ROOT create det pool a amod pool new dobj create pool param parent the parent pool if this is the new pool is a root root ROOT root compound parent param nsubj root parent det pool the compound pool parent dep parent pool mark pool if nsubj pool this cop pool is det pool the amod pool new csubj root pool cop root is det root a param parent the parent pool if this is the new pool is a root root ROOT root compound parent param nsubj root parent det pool the compound pool parent dep parent pool mark pool if nsubj pool this cop pool is det pool the amod pool new csubj root pool cop root is det root a pool if it is non zero the new pool will inherit all root ROOT inherit nsubj inherit pool mark non if nsubj non it cop non is advcl if pool non nummod pool zero det pool the amod pool new dobj non pool aux inherit will dobj inherit all pool if it is non zero the new pool will inherit all root ROOT inherit nsubj inherit pool mark non if nsubj non it cop non is advcl if pool non nummod pool zero det pool the amod pool new dobj non pool aux inherit will dobj inherit all of its parent pool s attributes except the apr pool t will root ROOT s case s of nmod poss s its compound s parent compound s pool acl s attributes case t except det t the compound t apr compound t pool nmod except attributes t dep s will be a sub pool root ROOT pool cop pool be det pool a compound pool sub return the pool we have just created root ROOT created dep created return det pool the dobj return pool nsubj created we aux created have advmod created just public static native long create long parent create have ANTONYM ANTONYM have created ANTONYM ANTONYM just new ANTONYM ANTONYM return have ANTONYM ANTONYM zero all ANTONYM ANTONYM;0
public void set VBN adapter NN adapter NN adapter NN public void set adapter root ROOT set dobj set adapter adapter adapter;0
protected void set VBN error NN state NN error NN state NN error NN state NN throwable JJ t NN protected void set error state root ROOT set compound state error dobj set state error state root ROOT state compound state error error state root ROOT state compound state error throwable t;0
public abstract JJ processor NN abstract JJ endpoint NN endpoint NN public abstract processor root ROOT processor amod processor abstract abstract endpoint root ROOT endpoint amod endpoint abstract endpoint;0
